"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track_names","who"
"72",0.727,0.585,1,-7.059,1,0.0374,0.054,0.0701,0.0549,0.602,117.716,"audio_features","5n2kAftaxSkdW4443xGxy4","spotify:track:5n2kAftaxSkdW4443xGxy4","https://api.spotify.com/v1/tracks/5n2kAftaxSkdW4443xGxy4","https://api.spotify.com/v1/audio-analysis/5n2kAftaxSkdW4443xGxy4",241480,4,"Dear To Me","carly"
"73",0.851,0.424,11,-7.407,1,0.0644,0.812,0.091,0.0695,0.453,79.986,"audio_features","0XnokfUryAsBsDfoa3Y43R","spotify:track:0XnokfUryAsBsDfoa3Y43R","https://api.spotify.com/v1/tracks/0XnokfUryAsBsDfoa3Y43R","https://api.spotify.com/v1/audio-analysis/0XnokfUryAsBsDfoa3Y43R",220533,4,"Smoke of a Train","carly"
"74",0.601,0.675,4,-6.358,1,0.0399,0.698,0,0.125,0.446,131.933,"audio_features","3MkXV52jXtsG4pvKp4cGE8","spotify:track:3MkXV52jXtsG4pvKp4cGE8","https://api.spotify.com/v1/tracks/3MkXV52jXtsG4pvKp4cGE8","https://api.spotify.com/v1/audio-analysis/3MkXV52jXtsG4pvKp4cGE8",207667,4,"Chasing After You","carly"
"75",0.657,0.368,7,-9.978,1,0.0281,0.884,0.00293,0.109,0.522,116.221,"audio_features","6n7Aj8Ok0kyktLxFjcUreo","spotify:track:6n7Aj8Ok0kyktLxFjcUreo","https://api.spotify.com/v1/tracks/6n7Aj8Ok0kyktLxFjcUreo","https://api.spotify.com/v1/audio-analysis/6n7Aj8Ok0kyktLxFjcUreo",188947,4,"Old Ties and Companions","carly"
"76",0.573,0.295,7,-11.487,0,0.0267,0.761,7.17e-06,0.092,0.474,128.015,"audio_features","7lXhOInU1PuJad7zK6pzPt","spotify:track:7lXhOInU1PuJad7zK6pzPt","https://api.spotify.com/v1/tracks/7lXhOInU1PuJad7zK6pzPt","https://api.spotify.com/v1/audio-analysis/7lXhOInU1PuJad7zK6pzPt",221600,4,"Washington Street","carly"
"77",0.743,0.55,11,-8.324,0,0.0598,0.513,0.905,0.196,0.484,100.024,"audio_features","7J7U5boHPyqj4neo095hQk","spotify:track:7J7U5boHPyqj4neo095hQk","https://api.spotify.com/v1/tracks/7J7U5boHPyqj4neo095hQk","https://api.spotify.com/v1/audio-analysis/7J7U5boHPyqj4neo095hQk",195862,4,"Home","carly"
"78",0.499,0.495,5,-10.508,1,0.0501,0.348,0.0286,0.2,0.339,80.086,"audio_features","5H6Jp0syB5yEPk7SWYdlmk","spotify:track:5H6Jp0syB5yEPk7SWYdlmk","https://api.spotify.com/v1/tracks/5H6Jp0syB5yEPk7SWYdlmk","https://api.spotify.com/v1/audio-analysis/5H6Jp0syB5yEPk7SWYdlmk",200733,4,"The Wind Cries Mary","carly"
"79",0.738,0.569,4,-9.572,0,0.0624,0.303,0.229,0.138,0.323,91.001,"audio_features","6h6jpIeK8bZvVwKT4edHYi","spotify:track:6h6jpIeK8bZvVwKT4edHYi","https://api.spotify.com/v1/tracks/6h6jpIeK8bZvVwKT4edHYi","https://api.spotify.com/v1/audio-analysis/6h6jpIeK8bZvVwKT4edHYi",278204,4,"Midnight Sky","carly"
"80",0.423,0.532,1,-10.343,1,0.0296,0.414,0.145,0.083,0.402,133.919,"audio_features","2jJdICOkaTipsM9zccfbeS","spotify:track:2jJdICOkaTipsM9zccfbeS","https://api.spotify.com/v1/tracks/2jJdICOkaTipsM9zccfbeS","https://api.spotify.com/v1/audio-analysis/2jJdICOkaTipsM9zccfbeS",138452,4,"See the World","carly"
"81",0.678,0.368,5,-10.503,0,0.0264,0.512,0,0.326,0.426,140.956,"audio_features","62sI08p4Y6rScI04ijiEq1","spotify:track:62sI08p4Y6rScI04ijiEq1","https://api.spotify.com/v1/tracks/62sI08p4Y6rScI04ijiEq1","https://api.spotify.com/v1/audio-analysis/62sI08p4Y6rScI04ijiEq1",176867,4,"Tattooed Cigarette","carly"
"82",0.629,0.748,5,-6.513,1,0.0812,0.0961,2.01e-05,0.109,0.173,120.021,"audio_features","6U0GYSiAsb9bYvuOzQJLoq","spotify:track:6U0GYSiAsb9bYvuOzQJLoq","https://api.spotify.com/v1/tracks/6U0GYSiAsb9bYvuOzQJLoq","https://api.spotify.com/v1/audio-analysis/6U0GYSiAsb9bYvuOzQJLoq",218000,4,"Shades","carly"
"83",0.71,0.867,0,-5.489,1,0.0399,0.0514,0.0195,0.229,0.423,103.036,"audio_features","3TwAePhxn7pwkdHNwpWgvp","spotify:track:3TwAePhxn7pwkdHNwpWgvp","https://api.spotify.com/v1/tracks/3TwAePhxn7pwkdHNwpWgvp","https://api.spotify.com/v1/audio-analysis/3TwAePhxn7pwkdHNwpWgvp",225368,4,"3AM","carly"
"84",0.927,0.316,6,-14.604,0,0.0667,0.505,0.682,0.105,0.799,114.503,"audio_features","1XXwItGFhOuvQmopWby2dP","spotify:track:1XXwItGFhOuvQmopWby2dP","https://api.spotify.com/v1/tracks/1XXwItGFhOuvQmopWby2dP","https://api.spotify.com/v1/audio-analysis/1XXwItGFhOuvQmopWby2dP",189467,4,"Pictures of You","carly"
"85",0.777,0.542,0,-8.288,1,0.0352,0.813,0.00013,0.0841,0.421,122.977,"audio_features","68O5o5KYJJ6eKGLu7Zn734","spotify:track:68O5o5KYJJ6eKGLu7Zn734","https://api.spotify.com/v1/tracks/68O5o5KYJJ6eKGLu7Zn734","https://api.spotify.com/v1/audio-analysis/68O5o5KYJJ6eKGLu7Zn734",230244,4,"Stay","carly"
"86",0.554,0.603,3,-12.024,1,0.0322,0.619,0.621,0.196,0.474,86.718,"audio_features","6ZqYeKK1HrmzmbNc4ywGQq","spotify:track:6ZqYeKK1HrmzmbNc4ywGQq","https://api.spotify.com/v1/tracks/6ZqYeKK1HrmzmbNc4ywGQq","https://api.spotify.com/v1/audio-analysis/6ZqYeKK1HrmzmbNc4ywGQq",254539,4,"Kaleidoscope Eyes - Audiotree Live Version","carly"
"87",0.496,0.809,1,-8.47,1,0.0331,0.0319,0.0172,0.254,0.55,81.995,"audio_features","3t3lP88R2jYG9lMwFf9Sd5","spotify:track:3t3lP88R2jYG9lMwFf9Sd5","https://api.spotify.com/v1/tracks/3t3lP88R2jYG9lMwFf9Sd5","https://api.spotify.com/v1/audio-analysis/3t3lP88R2jYG9lMwFf9Sd5",268987,4,"That Easy","carly"
"88",0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,"audio_features","42TtHTxWk782ZBiqyOi2d1","spotify:track:42TtHTxWk782ZBiqyOi2d1","https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1","https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1",290892,4,"Dawns (feat. Maggie Rogers)","carly"
"89",0.716,0.558,8,-8.119,0,0.0787,0.289,0.0645,0.154,0.438,123.968,"audio_features","1wmFmr7dOdK8Cjh60yFltt","spotify:track:1wmFmr7dOdK8Cjh60yFltt","https://api.spotify.com/v1/tracks/1wmFmr7dOdK8Cjh60yFltt","https://api.spotify.com/v1/audio-analysis/1wmFmr7dOdK8Cjh60yFltt",160766,4,"Young Hearts 2.0","carly"
"90",0.732,0.328,5,-8.13,1,0.0327,0.487,0,0.0677,0.385,141.789,"audio_features","3d3LHam2Lc5ADEyJxG3fXE","spotify:track:3d3LHam2Lc5ADEyJxG3fXE","https://api.spotify.com/v1/tracks/3d3LHam2Lc5ADEyJxG3fXE","https://api.spotify.com/v1/audio-analysis/3d3LHam2Lc5ADEyJxG3fXE",199391,4,"Thinking 'Bout Love","carly"
"91",0.54,0.709,7,-8.349,0,0.0685,0.00837,3.17e-05,0.267,0.375,172.114,"audio_features","4qPUPlHOGPmeNo4sWQkF9H","spotify:track:4qPUPlHOGPmeNo4sWQkF9H","https://api.spotify.com/v1/tracks/4qPUPlHOGPmeNo4sWQkF9H","https://api.spotify.com/v1/audio-analysis/4qPUPlHOGPmeNo4sWQkF9H",159070,4,"Lazy Love","carly"
"92",0.68,0.722,7,-5.214,0,0.0683,0.18,0.000137,0.339,0.2,120.012,"audio_features","3x7jbRUvcoULvi1WFEHo5w","spotify:track:3x7jbRUvcoULvi1WFEHo5w","https://api.spotify.com/v1/tracks/3x7jbRUvcoULvi1WFEHo5w","https://api.spotify.com/v1/audio-analysis/3x7jbRUvcoULvi1WFEHo5w",187990,4,"Motion","carly"
"93",0.782,0.469,0,-10.876,1,0.154,0.897,0.0339,0.107,0.228,122.02,"audio_features","5BcgMsAhoEgR6nmZHhAZEg","spotify:track:5BcgMsAhoEgR6nmZHhAZEg","https://api.spotify.com/v1/tracks/5BcgMsAhoEgR6nmZHhAZEg","https://api.spotify.com/v1/audio-analysis/5BcgMsAhoEgR6nmZHhAZEg",190016,4,"Hallucinogenics - Vallis Alps Remix","carly"
"94",0.737,0.56,9,-8.281,0,0.127,0.815,0.00164,0.125,0.812,80.006,"audio_features","10qar57dEiw0arPhQ3NTU5","spotify:track:10qar57dEiw0arPhQ3NTU5","https://api.spotify.com/v1/tracks/10qar57dEiw0arPhQ3NTU5","https://api.spotify.com/v1/audio-analysis/10qar57dEiw0arPhQ3NTU5",201179,4,"Unwind","carly"
"95",0.69,0.732,6,-6.823,1,0.242,0.45,0.000116,0.197,0.578,155.958,"audio_features","4cS8gbYBfxSQakRELQpg0W","spotify:track:4cS8gbYBfxSQakRELQpg0W","https://api.spotify.com/v1/tracks/4cS8gbYBfxSQakRELQpg0W","https://api.spotify.com/v1/audio-analysis/4cS8gbYBfxSQakRELQpg0W",158457,4,"Fine","carly"
"96",0.805,0.483,1,-7.805,1,0.151,0.46,0,0.13,0.291,116.034,"audio_features","0niO7y7fkPiRGkvbovRZ9o","spotify:track:0niO7y7fkPiRGkvbovRZ9o","https://api.spotify.com/v1/tracks/0niO7y7fkPiRGkvbovRZ9o","https://api.spotify.com/v1/audio-analysis/0niO7y7fkPiRGkvbovRZ9o",172711,4,"Water Flow (Hazey Eyes Remix)","carly"
"97",0.736,0.872,5,-5.03,0,0.0558,0.211,0.0606,0.287,0.689,118.014,"audio_features","2Al2n6ziP5XjIMZEL4laQj","spotify:track:2Al2n6ziP5XjIMZEL4laQj","https://api.spotify.com/v1/tracks/2Al2n6ziP5XjIMZEL4laQj","https://api.spotify.com/v1/audio-analysis/2Al2n6ziP5XjIMZEL4laQj",282729,4,"Dumb Love","carly"
"98",0.537,0.315,5,-13.79,1,0.0271,0.588,2.29e-05,0.206,0.575,86.813,"audio_features","2Pr1nZpt8A8WP7QYpyq6L3","spotify:track:2Pr1nZpt8A8WP7QYpyq6L3","https://api.spotify.com/v1/tracks/2Pr1nZpt8A8WP7QYpyq6L3","https://api.spotify.com/v1/audio-analysis/2Pr1nZpt8A8WP7QYpyq6L3",190320,4,"Wildflowers","carly"
"99",0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,"audio_features","6UBjSnyP1O5W5ndJoO9vUk","spotify:track:6UBjSnyP1O5W5ndJoO9vUk","https://api.spotify.com/v1/tracks/6UBjSnyP1O5W5ndJoO9vUk","https://api.spotify.com/v1/audio-analysis/6UBjSnyP1O5W5ndJoO9vUk",324423,4,"Night Moves","carly"
"100",0.512,0.6,9,-9.699,1,0.0392,0.698,0.644,0.101,0.755,167.323,"audio_features","01WQr2XhNnZMu4bjkgLN5s","spotify:track:01WQr2XhNnZMu4bjkgLN5s","https://api.spotify.com/v1/tracks/01WQr2XhNnZMu4bjkgLN5s","https://api.spotify.com/v1/audio-analysis/01WQr2XhNnZMu4bjkgLN5s",204467,4,"Morning Song","carly"
